Score;Summary;Text
3;good flavor, but crumbly;I bought these to help my afternoon sweet cravings that had gotten out of control.  I love chocolate, so I was hopeful.
5;Good value compared to Godiva store at the mall;The box is kinda small, so I thought I got ripped off, so I went to Godiva store in mall and there realized that this box is a really good deal.  Same amt.
5;delish stomach-settler;I bought these for my mom, to help with the nausea she feels with migraines -- they actually DO help. Now I carry them around, too, for hypoglycemia incidents.
5;My Favorite Coffee;My favorite, I have it auto shipped through Amazon. The only problem I have is I drink way too much coffee now because I like it so much.
2;Problems with food delivery;We've been getting these bars from our local Costco, and really like them.  When I saw that Amazon was selling them at a much better price, I jumped at the opportunity.
5;Awesome dog food!;We had been feeding our large breed puppy another brand of premium dog food but for some reason, his stools were always loose.  Since switching to Fromm's he's been great.
5;My favorite Sees assortment;I never used to like nuts and chews before I tried Sees
5;Best Tasting Ginger;Ok I don't know a whole lot about ginger but I do know I have tried other brands that were soapy tasting, tough, stringy, not very flavorful.  Then I tried this brand because it was cheap.
1;not even with a gun to my head;What really is the most horrifying thing about these GOD AWFUL bars of nuclear waste isn't that someone would manufacture them it's that people wrote reviews stating that they liked them and they tasted good. These people should be identified, rounded up and institutionalized for an indefinite period of time.
5;Puppy Drugs!;My puppy goes bonkers for these treats! As soon as she sees or hears one of us pick up the bag she comes running as fast as her little feet will move her. She literally leaps into the air trying to get to the bag! In fact I'm on my way to the pet store in just a few minutes to pick her up another bag of them.
5;Always Pleased;I've used Redbarn beef rolls and chicken and liver rolls for many years..
5;Much prefer this to any other brand.;Especially Ashoka (gag choke cough)<br /><br />As another reviewer mentioned, these mango pickles are very hot, but thats exactly what you want<br />with this wondermous condiment. Hot, spicy, and very flavorful without that vinegary bite that you<br />get with other style Indian pickles.
5;Smaller ones taste differenet;I agree with the other posters that the smaller size slim Jims taste different (and better) than the longer ones.  The extra large fat ones are the worst, IMHO.
4;Mellow Tea;I bought this tea hoping it would help give me a little more alertness working the graveyard shift. It tastes wonderful, but I felt no extra energy during or after drinking.
5;I LOVE POPCHIPS!!!;What a great snack!  I love these crispy, crunchy, treats.  Packaged in a single serve bag, I buy these by the pack of 24 assorted flavors so I have them on hand whenever I feel the urge to snack.
3;good taste;I like these mainly due to them being individually wrapped. I carry them in my pocket and eat one during meetings, church, etc.
5;Yummy treat;My puppy loves this!  I got the chicken and the beef favors.  It comes as filets but can be very easily broken into small treat size.
5;Goodbye Rawhides! Hello Peace of Mind - & Dogs Love 'em!;Love these! Well, because..
4;My Senior Dog Won't Eat This, But My Puppy Loves It;Will puppies eat anything you put in front of them? Ours will--including shoes, cardboard boxes, electrical cords, and our clothing (not that we put these things in front of him
5;It can taste really good!! But you need the right recipe!!;This cola is really good! Yep, I gave it five stars!<br /><br />There's really only one thing to consider here, and that is cost. I'll get to that in a minute.
3;Could have been stronger;We're really enjoying our new coffee maker, trying different types of coffee. This one wasn't our favorite.
1;Food upset dog's stomach (Bad bag.);Boxer has been on Blue Buffalo for 6 months
5;Sweet Potato Dog Snacks;My dog Frances has been a sweet potato lover for a year. When I saw sweet potato dog snacks on Amazon, I had to get some for Frances.
5;Love the Texture;First time I used almond flour in cookie recipes.  Its a low carb, healthier alternative for my diabetic dad who loves cookies.
5;Cytomax (stevia);I have used Cytomax exclusively for the last 20 years. This year they have gone to Stevia brand sweetener and I love it.
5;Great stuff, highly recommended;I just love this supplement. It gives me tons and tons of energy, my stool is nice and soft (not too soft).
5;lurrie in france;I saw Lurrie in Calais after a 6 hour drive down from Manchester & a Channel crossing that was extremely rough - however it was well-worth it all as he gave a stellar performance.<br />Like a young Otis Rush, he was totoall in commannd of his guitar &, even when he went down paths that seemed impossible, he extricated himsself with aplomb & an impressive feel for the music that cannot be taught.
5;Very Delicious;Easily one of the best summer sausages i have ever tasted.  I personally like the beef version of old wisconsin summer sausage because i think it taste better than the others when broiled.
4;Love these, but cheaper on Alice.com, though;These are our on-the-go guarantee that my little girl gets her fruits and veggies. She loves them and now knows to look for them at Target as well ($.
5;One of my favs!;I really love this granola. The dried berries are plentiful and sweet and reconstitute very well in milk.
5;great taste;This is a very welcome product.  It is so difficult today to find any candies that are made without GMO's.
3;Shipping and packaging problem;The cookies came crumbled into many pieces in 3 of the boxes I opened.  Also the chocolate chips had melted onto the cellophane.
5;Best of the Tassimo's;We've tried many Tassimo flavors.  This is by far our favorite.
5;YUM YUM;Italian roast is very expensive on average $14.00 a pound.
5;Best Russian Caravan available;Choice Organic Russian Caravan is my morning tea of choice since a few years back. This is a very high quality tea, no doubt about it.
5;Beware, highly addictive!;"These cookies are addictive!<a href=""http://www.amazon."
5;Right on;You can buy fancy jars at your local grocery store that will also be named Thai red curry paste. Mae Ploy is authentic and rich tasting.
1;junkie no deluxe model ginerbread house kit;this is no deluxe and the items wont even cover the house it is not like show in pic it is a waste of my time and money..
5;Yummmmy!!;I just have to say, I devoured this entire bag myself, and shared with no-one. It was just that good.
5;Delicious!;The flavor is rich, sweet and you do not need to add anything to it. It has sugar and cream already in it.
